Community Area Name,Cases,Reported Cases,Year,Gender,STI Name
WEST RIDGE,CASES 2004 FEMALE 15-44,26,2004,FEMALE,GON
UPTOWN,CASES 2004 FEMALE 15-44,48,2004,FEMALE,GON
LINCOLN SQUARE,CASES 2004 FEMALE 15-44,10,2004,FEMALE,GON
NORTH CENTER,CASES 2004 FEMALE 15-44,8,2004,FEMALE,GON
LAKE VIEW,CASES 2004 FEMALE 15-44,31,2004,FEMALE,GON
LINCOLN PARK,CASES 2004 FEMALE 15-44,16,2004,FEMALE,GON
NEAR NORTH SIDE,CASES 2004 FEMALE 15-44,84,2004,FEMALE,GON
EDISON PARK,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
NORWOOD PARK,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
JEFFERSON PARK,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
FOREST GLEN,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
NORTH PARK,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
ALBANY PARK,CASES 2004 FEMALE 15-44,18,2004,FEMALE,GON
PORTAGE PARK,CASES 2004 FEMALE 15-44,5,2004,FEMALE,GON
IRVING PARK,CASES 2004 FEMALE 15-44,22,2004,FEMALE,GON
DUNNING,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
MONTCLAIRE,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
BELMONT CRAGIN,CASES 2004 FEMALE 15-44,22,2004,FEMALE,GON
HERMOSA,CASES 2005 FEMALE 15-44,8,2005,FEMALE,GON
AVONDALE,CASES 2005 FEMALE 15-44,11,2005,FEMALE,GON
LOGAN SQUARE,CASES 2005 FEMALE 15-44,48,2005,FEMALE,GON
HUMBOLDT PARK,CASES 2005 FEMALE 15-44,190,2005,FEMALE,GON
WEST TOWN,CASES 2005 FEMALE 15-44,75,2005,FEMALE,GON
AUSTIN,CASES 2005 FEMALE 15-44,485,2005,FEMALE,GON
WEST GARFIELD PARK,CASES 2005 FEMALE 15-44,129,2005,FEMALE,GON
EAST GARFIELD PARK,CASES 2005 FEMALE 15-44,119,2005,FEMALE,GON
NEAR WEST SIDE,CASES 2005 FEMALE 15-44,106,2005,FEMALE,GON
NORTH LAWNDALE,CASES 2005 FEMALE 15-44,194,2005,FEMALE,GON
SOUTH LAWNDALE,CASES 2005 FEMALE 15-44,41,2005,FEMALE,GON
LOWER WEST SIDE,CASES 2005 FEMALE 15-44,12,2005,FEMALE,GON
LOOP,CASES 2005 FEMALE 15-44,11,2005,FEMALE,GON
NEAR SOUTH SIDE,CASES 2005 FEMALE 15-44,32,2005,FEMALE,GON
ARMOUR SQUARE,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
DOUGLAS,CASES 2005 FEMALE 15-44,66,2005,FEMALE,GON
OAKLAND,CASES 2005 FEMALE 15-44,16,2005,FEMALE,GON
FULLER PARK,CASES 2005 FEMALE 15-44,23,2005,FEMALE,GON
GRAND BOULEVARD,CASES 2005 FEMALE 15-44,60,2005,FEMALE,GON
KENWOOD,CASES 2005 FEMALE 15-44,39,2005,FEMALE,GON
WASHINGTON PARK,CASES 2005 FEMALE 15-44,78,2005,FEMALE,GON
HYDE PARK,CASES 2005 FEMALE 15-44,25,2005,FEMALE,GON
WOODLAWN,CASES 2005 FEMALE 15-44,98,2005,FEMALE,GON
SOUTH SHORE,CASES 2005 FEMALE 15-44,218,2005,FEMALE,GON
CHATHAM,CASES 2005 FEMALE 15-44,139,2005,FEMALE,GON
AVALON PARK,CASES 2005 FEMALE 15-44,31,2005,FEMALE,GON
SOUTH CHICAGO,CASES 2005 FEMALE 15-44,133,2005,FEMALE,GON
BURNSIDE,CASES 2005 FEMALE 15-44,13,2005,FEMALE,GON
CALUMET HEIGHTS,CASES 2005 FEMALE 15-44,34,2005,FEMALE,GON
ROSELAND,CASES 2005 FEMALE 15-44,227,2005,FEMALE,GON
PULLMAN,CASES 2005 FEMALE 15-44,17,2005,FEMALE,GON
SOUTH DEERING,CASES 2005 FEMALE 15-44,38,2005,FEMALE,GON
EAST SIDE,CASES 2005 FEMALE 15-44,5,2005,FEMALE,GON
WEST PULLMAN,CASES 2005 FEMALE 15-44,173,2005,FEMALE,GON
RIVERDALE,CASES 2005 FEMALE 15-44,53,2005,FEMALE,GON
HEGEWISCH,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
GARFIELD RIDGE,CASES 2005 FEMALE 15-44,23,2005,FEMALE,GON
ARCHER HEIGHTS,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
BRIGHTON PARK,CASES 2005 FEMALE 15-44,9,2005,FEMALE,GON
MCKINLEY PARK,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
BRIDGEPORT,CASES 2005 FEMALE 15-44,12,2005,FEMALE,GON
NEW CITY,CASES 2005 FEMALE 15-44,104,2005,FEMALE,GON
WEST ELSDON,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
GAGE PARK,CASES 2005 FEMALE 15-44,17,2005,FEMALE,GON
CLEARING,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
WEST LAWN,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
CHICAGO LAWN,CASES 2005 FEMALE 15-44,148,2005,FEMALE,GON
WEST ENGLEWOOD,CASES 2005 FEMALE 15-44,217,2005,FEMALE,GON
ENGLEWOOD,CASES 2005 FEMALE 15-44,268,2005,FEMALE,GON
GREATER GRAND CROSSING,CASES 2005 FEMALE 15-44,173,2005,FEMALE,GON
ASHBURN,CASES 2005 FEMALE 15-44,56,2005,FEMALE,GON
AUBURN GRESHAM,CASES 2005 FEMALE 15-44,216,2005,FEMALE,GON
BEVERLY,CASES 2005 FEMALE 15-44,16,2005,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2005 FEMALE 15-44,81,2005,FEMALE,GON
MOUNT GREENWOOD,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
MORGAN PARK,CASES 2005 FEMALE 15-44,51,2005,FEMALE,GON
O'HARE,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
EDGEWATER,CASES 2005 FEMALE 15-44,20,2005,FEMALE,GON
ROGERS PARK,CASES 2005 FEMALE 15-44,58,2005,FEMALE,GON
WEST RIDGE,CASES 2005 FEMALE 15-44,28,2005,FEMALE,GON
UPTOWN,CASES 2005 FEMALE 15-44,33,2005,FEMALE,GON
LINCOLN SQUARE,CASES 2005 FEMALE 15-44,9,2005,FEMALE,GON
NORTH CENTER,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
LAKE VIEW,CASES 2005 FEMALE 15-44,17,2005,FEMALE,GON
LINCOLN PARK,CASES 2005 FEMALE 15-44,17,2005,FEMALE,GON
NEAR NORTH SIDE,CASES 2005 FEMALE 15-44,57,2005,FEMALE,GON
EDISON PARK,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
NORWOOD PARK,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
JEFFERSON PARK,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
FOREST GLEN,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
NORTH PARK,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
ALBANY PARK,CASES 2005 FEMALE 15-44,12,2005,FEMALE,GON
PORTAGE PARK,CASES 2005 FEMALE 15-44,8,2005,FEMALE,GON
IRVING PARK,CASES 2005 FEMALE 15-44,10,2005,FEMALE,GON
DUNNING,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
MONTCLAIRE,CASES 2005 FEMALE 15-44,0,2005,FEMALE,GON
BELMONT CRAGIN,CASES 2005 FEMALE 15-44,23,2005,FEMALE,GON
HERMOSA,CASES 2005 FEMALE 15-44,13,2005,FEMALE,GON
AVONDALE,CASES 2006 FEMALE 15-44,23,2006,FEMALE,GON
LOGAN SQUARE,CASES 2006 FEMALE 15-44,32,2006,FEMALE,GON
HUMBOLDT PARK,CASES 2006 FEMALE 15-44,166,2006,FEMALE,GON
WEST TOWN,CASES 2006 FEMALE 15-44,55,2006,FEMALE,GON
AUSTIN,CASES 2006 FEMALE 15-44,485,2006,FEMALE,GON
WEST GARFIELD PARK,CASES 2006 FEMALE 15-44,126,2006,FEMALE,GON
EAST GARFIELD PARK,CASES 2006 FEMALE 15-44,133,2006,FEMALE,GON
NEAR WEST SIDE,CASES 2006 FEMALE 15-44,92,2006,FEMALE,GON
NORTH LAWNDALE,CASES 2006 FEMALE 15-44,192,2006,FEMALE,GON
SOUTH LAWNDALE,CASES 2006 FEMALE 15-44,47,2006,FEMALE,GON
LOWER WEST SIDE,CASES 2006 FEMALE 15-44,8,2006,FEMALE,GON
LOOP,CASES 2006 FEMALE 15-44,10,2006,FEMALE,GON
NEAR SOUTH SIDE,CASES 2006 FEMALE 15-44,30,2006,FEMALE,GON
ARMOUR SQUARE,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
DOUGLAS,CASES 2006 FEMALE 15-44,49,2006,FEMALE,GON
OAKLAND,CASES 2006 FEMALE 15-44,22,2006,FEMALE,GON
FULLER PARK,CASES 2006 FEMALE 15-44,22,2006,FEMALE,GON
GRAND BOULEVARD,CASES 2006 FEMALE 15-44,79,2006,FEMALE,GON
KENWOOD,CASES 2006 FEMALE 15-44,28,2006,FEMALE,GON
WASHINGTON PARK,CASES 2006 FEMALE 15-44,95,2006,FEMALE,GON
HYDE PARK,CASES 2006 FEMALE 15-44,26,2006,FEMALE,GON
WOODLAWN,CASES 2006 FEMALE 15-44,127,2006,FEMALE,GON
SOUTH SHORE,CASES 2006 FEMALE 15-44,261,2006,FEMALE,GON
CHATHAM,CASES 2006 FEMALE 15-44,123,2006,FEMALE,GON
AVALON PARK,CASES 2006 FEMALE 15-44,47,2006,FEMALE,GON
SOUTH CHICAGO,CASES 2006 FEMALE 15-44,143,2006,FEMALE,GON
BURNSIDE,CASES 2006 FEMALE 15-44,15,2006,FEMALE,GON
CALUMET HEIGHTS,CASES 2006 FEMALE 15-44,44,2006,FEMALE,GON
ROSELAND,CASES 2006 FEMALE 15-44,183,2006,FEMALE,GON
PULLMAN,CASES 2006 FEMALE 15-44,35,2006,FEMALE,GON
SOUTH DEERING,CASES 2006 FEMALE 15-44,43,2006,FEMALE,GON
EAST SIDE,CASES 2006 FEMALE 15-44,7,2006,FEMALE,GON
WEST PULLMAN,CASES 2006 FEMALE 15-44,144,2006,FEMALE,GON
RIVERDALE,CASES 2006 FEMALE 15-44,34,2006,FEMALE,GON
HEGEWISCH,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
GARFIELD RIDGE,CASES 2006 FEMALE 15-44,13,2006,FEMALE,GON
ARCHER HEIGHTS,CASES 2006 FEMALE 15-44,5,2006,FEMALE,GON
BRIGHTON PARK,CASES 2006 FEMALE 15-44,15,2006,FEMALE,GON
MCKINLEY PARK,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
BRIDGEPORT,CASES 2006 FEMALE 15-44,6,2006,FEMALE,GON
NEW CITY,CASES 2006 FEMALE 15-44,105,2006,FEMALE,GON
WEST ELSDON,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
GAGE PARK,CASES 2006 FEMALE 15-44,11,2006,FEMALE,GON
CLEARING,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
WEST LAWN,CASES 2006 FEMALE 15-44,6,2006,FEMALE,GON
CHICAGO LAWN,CASES 2006 FEMALE 15-44,163,2006,FEMALE,GON
WEST ENGLEWOOD,CASES 2006 FEMALE 15-44,232,2006,FEMALE,GON
ENGLEWOOD,CASES 2006 FEMALE 15-44,256,2006,FEMALE,GON
GREATER GRAND CROSSING,CASES 2006 FEMALE 15-44,210,2006,FEMALE,GON
ASHBURN,CASES 2006 FEMALE 15-44,52,2006,FEMALE,GON
AUBURN GRESHAM,CASES 2006 FEMALE 15-44,181,2006,FEMALE,GON
BEVERLY,CASES 2006 FEMALE 15-44,17,2006,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2006 FEMALE 15-44,75,2006,FEMALE,GON
MOUNT GREENWOOD,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
MORGAN PARK,CASES 2006 FEMALE 15-44,55,2006,FEMALE,GON
O'HARE,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
EDGEWATER,CASES 2006 FEMALE 15-44,19,2006,FEMALE,GON
ROGERS PARK,CASES 2006 FEMALE 15-44,56,2006,FEMALE,GON
WEST RIDGE,CASES 2006 FEMALE 15-44,25,2006,FEMALE,GON
UPTOWN,CASES 2006 FEMALE 15-44,30,2006,FEMALE,GON
LINCOLN SQUARE,CASES 2006 FEMALE 15-44,11,2006,FEMALE,GON
NORTH CENTER,CASES 2006 FEMALE 15-44,8,2006,FEMALE,GON
LAKE VIEW,CASES 2006 FEMALE 15-44,21,2006,FEMALE,GON
LINCOLN PARK,CASES 2006 FEMALE 15-44,18,2006,FEMALE,GON
NEAR NORTH SIDE,CASES 2006 FEMALE 15-44,49,2006,FEMALE,GON
EDISON PARK,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
NORWOOD PARK,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
JEFFERSON PARK,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
FOREST GLEN,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
NORTH PARK,CASES 2006 FEMALE 15-44,5,2006,FEMALE,GON
ALBANY PARK,CASES 2006 FEMALE 15-44,11,2006,FEMALE,GON
PORTAGE PARK,CASES 2006 FEMALE 15-44,9,2006,FEMALE,GON
IRVING PARK,CASES 2006 FEMALE 15-44,15,2006,FEMALE,GON
DUNNING,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
MONTCLAIRE,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
BELMONT CRAGIN,CASES 2006 FEMALE 15-44,18,2006,FEMALE,GON
HERMOSA,CASES 2006 FEMALE 15-44,0,2006,FEMALE,GON
AVONDALE,CASES 2006 FEMALE 15-44,9,2006,FEMALE,GON
LOGAN SQUARE,CASES 2007 FEMALE 15-44,29,2007,FEMALE,GON
HUMBOLDT PARK,CASES 2007 FEMALE 15-44,191,2007,FEMALE,GON
WEST TOWN,CASES 2007 FEMALE 15-44,52,2007,FEMALE,GON
AUSTIN,CASES 2007 FEMALE 15-44,476,2007,FEMALE,GON
WEST GARFIELD PARK,CASES 2007 FEMALE 15-44,117,2007,FEMALE,GON
EAST GARFIELD PARK,CASES 2007 FEMALE 15-44,106,2007,FEMALE,GON
NEAR WEST SIDE,CASES 2007 FEMALE 15-44,88,2007,FEMALE,GON
NORTH LAWNDALE,CASES 2007 FEMALE 15-44,219,2007,FEMALE,GON
SOUTH LAWNDALE,CASES 2007 FEMALE 15-44,47,2007,FEMALE,GON
LOWER WEST SIDE,CASES 2007 FEMALE 15-44,10,2007,FEMALE,GON
LOOP,CASES 2007 FEMALE 15-44,8,2007,FEMALE,GON
NEAR SOUTH SIDE,CASES 2007 FEMALE 15-44,16,2007,FEMALE,GON
ARMOUR SQUARE,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
DOUGLAS,CASES 2007 FEMALE 15-44,53,2007,FEMALE,GON
OAKLAND,CASES 2007 FEMALE 15-44,14,2007,FEMALE,GON
FULLER PARK,CASES 2007 FEMALE 15-44,18,2007,FEMALE,GON
GRAND BOULEVARD,CASES 2007 FEMALE 15-44,81,2007,FEMALE,GON
KENWOOD,CASES 2007 FEMALE 15-44,39,2007,FEMALE,GON
WASHINGTON PARK,CASES 2007 FEMALE 15-44,87,2007,FEMALE,GON
HYDE PARK,CASES 2007 FEMALE 15-44,22,2007,FEMALE,GON
WOODLAWN,CASES 2007 FEMALE 15-44,114,2007,FEMALE,GON
SOUTH SHORE,CASES 2007 FEMALE 15-44,212,2007,FEMALE,GON
CHATHAM,CASES 2007 FEMALE 15-44,124,2007,FEMALE,GON
AVALON PARK,CASES 2007 FEMALE 15-44,31,2007,FEMALE,GON
SOUTH CHICAGO,CASES 2007 FEMALE 15-44,116,2007,FEMALE,GON
BURNSIDE,CASES 2007 FEMALE 15-44,14,2007,FEMALE,GON
CALUMET HEIGHTS,CASES 2007 FEMALE 15-44,36,2007,FEMALE,GON
ROSELAND,CASES 2007 FEMALE 15-44,194,2007,FEMALE,GON
PULLMAN,CASES 2007 FEMALE 15-44,18,2007,FEMALE,GON
SOUTH DEERING,CASES 2007 FEMALE 15-44,27,2007,FEMALE,GON
EAST SIDE,CASES 2007 FEMALE 15-44,13,2007,FEMALE,GON
WEST PULLMAN,CASES 2007 FEMALE 15-44,161,2007,FEMALE,GON
RIVERDALE,CASES 2007 FEMALE 15-44,36,2007,FEMALE,GON
HEGEWISCH,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
GARFIELD RIDGE,CASES 2007 FEMALE 15-44,14,2007,FEMALE,GON
ARCHER HEIGHTS,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
BRIGHTON PARK,CASES 2007 FEMALE 15-44,11,2007,FEMALE,GON
MCKINLEY PARK,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
BRIDGEPORT,CASES 2007 FEMALE 15-44,5,2007,FEMALE,GON
NEW CITY,CASES 2007 FEMALE 15-44,88,2007,FEMALE,GON
WEST ELSDON,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
GAGE PARK,CASES 2007 FEMALE 15-44,27,2007,FEMALE,GON
CLEARING,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
WEST LAWN,CASES 2007 FEMALE 15-44,8,2007,FEMALE,GON
CHICAGO LAWN,CASES 2007 FEMALE 15-44,148,2007,FEMALE,GON
WEST ENGLEWOOD,CASES 2007 FEMALE 15-44,233,2007,FEMALE,GON
ENGLEWOOD,CASES 2007 FEMALE 15-44,261,2007,FEMALE,GON
GREATER GRAND CROSSING,CASES 2007 FEMALE 15-44,205,2007,FEMALE,GON
ASHBURN,CASES 2007 FEMALE 15-44,44,2007,FEMALE,GON
AUBURN GRESHAM,CASES 2007 FEMALE 15-44,238,2007,FEMALE,GON
BEVERLY,CASES 2007 FEMALE 15-44,8,2007,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2007 FEMALE 15-44,81,2007,FEMALE,GON
MOUNT GREENWOOD,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
MORGAN PARK,CASES 2007 FEMALE 15-44,46,2007,FEMALE,GON
O'HARE,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
EDGEWATER,CASES 2007 FEMALE 15-44,13,2007,FEMALE,GON
ROGERS PARK,CASES 2007 FEMALE 15-44,46,2007,FEMALE,GON
WEST RIDGE,CASES 2007 FEMALE 15-44,25,2007,FEMALE,GON
UPTOWN,CASES 2007 FEMALE 15-44,28,2007,FEMALE,GON
LINCOLN SQUARE,CASES 2007 FEMALE 15-44,8,2007,FEMALE,GON
NORTH CENTER,CASES 2007 FEMALE 15-44,5,2007,FEMALE,GON
LAKE VIEW,CASES 2007 FEMALE 15-44,22,2007,FEMALE,GON
LINCOLN PARK,CASES 2007 FEMALE 15-44,16,2007,FEMALE,GON
NEAR NORTH SIDE,CASES 2007 FEMALE 15-44,79,2007,FEMALE,GON
EDISON PARK,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
NORWOOD PARK,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
JEFFERSON PARK,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
FOREST GLEN,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
NORTH PARK,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
ALBANY PARK,CASES 2007 FEMALE 15-44,10,2007,FEMALE,GON
PORTAGE PARK,CASES 2007 FEMALE 15-44,14,2007,FEMALE,GON
IRVING PARK,CASES 2007 FEMALE 15-44,7,2007,FEMALE,GON
DUNNING,CASES 2007 FEMALE 15-44,5,2007,FEMALE,GON
MONTCLAIRE,CASES 2007 FEMALE 15-44,0,2007,FEMALE,GON
BELMONT CRAGIN,CASES 2007 FEMALE 15-44,21,2007,FEMALE,GON
HERMOSA,CASES 2007 FEMALE 15-44,13,2007,FEMALE,GON
AVONDALE,CASES 2007 FEMALE 15-44,10,2007,FEMALE,GON
LOGAN SQUARE,CASES 2007 FEMALE 15-44,30,2007,FEMALE,GON
HUMBOLDT PARK,CASES 2008 FEMALE 15-44,200,2008,FEMALE,GON
WEST TOWN,CASES 2008 FEMALE 15-44,47,2008,FEMALE,GON
AUSTIN,CASES 2008 FEMALE 15-44,416,2008,FEMALE,GON
WEST GARFIELD PARK,CASES 2008 FEMALE 15-44,137,2008,FEMALE,GON
EAST GARFIELD PARK,CASES 2008 FEMALE 15-44,104,2008,FEMALE,GON
NEAR WEST SIDE,CASES 2008 FEMALE 15-44,76,2008,FEMALE,GON
NORTH LAWNDALE,CASES 2008 FEMALE 15-44,202,2008,FEMALE,GON
SOUTH LAWNDALE,CASES 2008 FEMALE 15-44,33,2008,FEMALE,GON
LOWER WEST SIDE,CASES 2008 FEMALE 15-44,11,2008,FEMALE,GON
LOOP,CASES 2008 FEMALE 15-44,9,2008,FEMALE,GON
NEAR SOUTH SIDE,CASES 2008 FEMALE 15-44,33,2008,FEMALE,GON
ARMOUR SQUARE,CASES 2008 FEMALE 15-44,7,2008,FEMALE,GON
DOUGLAS,CASES 2008 FEMALE 15-44,61,2008,FEMALE,GON
OAKLAND,CASES 2008 FEMALE 15-44,33,2008,FEMALE,GON
FULLER PARK,CASES 2008 FEMALE 15-44,20,2008,FEMALE,GON
GRAND BOULEVARD,CASES 2008 FEMALE 15-44,105,2008,FEMALE,GON
KENWOOD,CASES 2008 FEMALE 15-44,46,2008,FEMALE,GON
WASHINGTON PARK,CASES 2008 FEMALE 15-44,86,2008,FEMALE,GON
HYDE PARK,CASES 2008 FEMALE 15-44,21,2008,FEMALE,GON
WOODLAWN,CASES 2008 FEMALE 15-44,117,2008,FEMALE,GON
SOUTH SHORE,CASES 2008 FEMALE 15-44,235,2008,FEMALE,GON
CHATHAM,CASES 2008 FEMALE 15-44,113,2008,FEMALE,GON
AVALON PARK,CASES 2008 FEMALE 15-44,31,2008,FEMALE,GON
SOUTH CHICAGO,CASES 2008 FEMALE 15-44,125,2008,FEMALE,GON
BURNSIDE,CASES 2008 FEMALE 15-44,13,2008,FEMALE,GON
CALUMET HEIGHTS,CASES 2008 FEMALE 15-44,31,2008,FEMALE,GON
ROSELAND,CASES 2008 FEMALE 15-44,180,2008,FEMALE,GON
PULLMAN,CASES 2008 FEMALE 15-44,24,2008,FEMALE,GON
SOUTH DEERING,CASES 2008 FEMALE 15-44,35,2008,FEMALE,GON
EAST SIDE,CASES 2008 FEMALE 15-44,12,2008,FEMALE,GON
WEST PULLMAN,CASES 2008 FEMALE 15-44,145,2008,FEMALE,GON
RIVERDALE,CASES 2008 FEMALE 15-44,16,2008,FEMALE,GON
HEGEWISCH,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
GARFIELD RIDGE,CASES 2008 FEMALE 15-44,20,2008,FEMALE,GON
ARCHER HEIGHTS,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
BRIGHTON PARK,CASES 2008 FEMALE 15-44,6,2008,FEMALE,GON
MCKINLEY PARK,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
BRIDGEPORT,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
NEW CITY,CASES 2008 FEMALE 15-44,109,2008,FEMALE,GON
WEST ELSDON,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
GAGE PARK,CASES 2008 FEMALE 15-44,17,2008,FEMALE,GON
CLEARING,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
WEST LAWN,CASES 2008 FEMALE 15-44,7,2008,FEMALE,GON
CHICAGO LAWN,CASES 2008 FEMALE 15-44,157,2008,FEMALE,GON
WEST ENGLEWOOD,CASES 2008 FEMALE 15-44,239,2008,FEMALE,GON
ENGLEWOOD,CASES 2008 FEMALE 15-44,234,2008,FEMALE,GON
GREATER GRAND CROSSING,CASES 2008 FEMALE 15-44,190,2008,FEMALE,GON
ASHBURN,CASES 2008 FEMALE 15-44,49,2008,FEMALE,GON
AUBURN GRESHAM,CASES 2008 FEMALE 15-44,240,2008,FEMALE,GON
BEVERLY,CASES 2008 FEMALE 15-44,9,2008,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2008 FEMALE 15-44,85,2008,FEMALE,GON
MOUNT GREENWOOD,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
MORGAN PARK,CASES 2008 FEMALE 15-44,49,2008,FEMALE,GON
O'HARE,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
EDGEWATER,CASES 2008 FEMALE 15-44,19,2008,FEMALE,GON
ROGERS PARK,CASES 2008 FEMALE 15-44,56,2008,FEMALE,GON
WEST RIDGE,CASES 2008 FEMALE 15-44,17,2008,FEMALE,GON
UPTOWN,CASES 2008 FEMALE 15-44,35,2008,FEMALE,GON
LINCOLN SQUARE,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
NORTH CENTER,CASES 2008 FEMALE 15-44,6,2008,FEMALE,GON
LAKE VIEW,CASES 2008 FEMALE 15-44,22,2008,FEMALE,GON
LINCOLN PARK,CASES 2008 FEMALE 15-44,14,2008,FEMALE,GON
NEAR NORTH SIDE,CASES 2008 FEMALE 15-44,66,2008,FEMALE,GON
EDISON PARK,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
NORWOOD PARK,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
JEFFERSON PARK,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
FOREST GLEN,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
NORTH PARK,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
ALBANY PARK,CASES 2008 FEMALE 15-44,9,2008,FEMALE,GON
PORTAGE PARK,CASES 2008 FEMALE 15-44,17,2008,FEMALE,GON
IRVING PARK,CASES 2008 FEMALE 15-44,19,2008,FEMALE,GON
DUNNING,CASES 2008 FEMALE 15-44,5,2008,FEMALE,GON
MONTCLAIRE,CASES 2008 FEMALE 15-44,0,2008,FEMALE,GON
BELMONT CRAGIN,CASES 2008 FEMALE 15-44,23,2008,FEMALE,GON
HERMOSA,CASES 2008 FEMALE 15-44,11,2008,FEMALE,GON
AVONDALE,CASES 2008 FEMALE 15-44,7,2008,FEMALE,GON
LOGAN SQUARE,CASES 2008 FEMALE 15-44,30,2008,FEMALE,GON
HUMBOLDT PARK,CASES 2008 FEMALE 15-44,164,2008,FEMALE,GON
WEST TOWN,CASES 2009 FEMALE 15-44,50,2009,FEMALE,GON
AUSTIN,CASES 2009 FEMALE 15-44,451,2009,FEMALE,GON
WEST GARFIELD PARK,CASES 2009 FEMALE 15-44,124,2009,FEMALE,GON
EAST GARFIELD PARK,CASES 2009 FEMALE 15-44,123,2009,FEMALE,GON
NEAR WEST SIDE,CASES 2009 FEMALE 15-44,90,2009,FEMALE,GON
NORTH LAWNDALE,CASES 2009 FEMALE 15-44,224,2009,FEMALE,GON
SOUTH LAWNDALE,CASES 2009 FEMALE 15-44,53,2009,FEMALE,GON
LOWER WEST SIDE,CASES 2009 FEMALE 15-44,13,2009,FEMALE,GON
LOOP,CASES 2009 FEMALE 15-44,11,2009,FEMALE,GON
NEAR SOUTH SIDE,CASES 2009 FEMALE 15-44,19,2009,FEMALE,GON
ARMOUR SQUARE,CASES 2009 FEMALE 15-44,9,2009,FEMALE,GON
DOUGLAS,CASES 2009 FEMALE 15-44,40,2009,FEMALE,GON
OAKLAND,CASES 2009 FEMALE 15-44,14,2009,FEMALE,GON
