Community Area Name,Cases,Reported Cases,Year,Gender,STI Name
CHATHAM,CASES 2000 FEMALE 15-44,139,2000,FEMALE,GON
AVALON PARK,CASES 2000 FEMALE 15-44,28,2000,FEMALE,GON
SOUTH CHICAGO,CASES 2000 FEMALE 15-44,142,2000,FEMALE,GON
BURNSIDE,CASES 2000 FEMALE 15-44,17,2000,FEMALE,GON
CALUMET HEIGHTS,CASES 2000 FEMALE 15-44,49,2000,FEMALE,GON
ROSELAND,CASES 2000 FEMALE 15-44,222,2000,FEMALE,GON
PULLMAN,CASES 2000 FEMALE 15-44,26,2000,FEMALE,GON
SOUTH DEERING,CASES 2000 FEMALE 15-44,47,2000,FEMALE,GON
EAST SIDE,CASES 2000 FEMALE 15-44,5,2000,FEMALE,GON
WEST PULLMAN,CASES 2000 FEMALE 15-44,155,2000,FEMALE,GON
RIVERDALE,CASES 2000 FEMALE 15-44,62,2000,FEMALE,GON
HEGEWISCH,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
GARFIELD RIDGE,CASES 2000 FEMALE 15-44,14,2000,FEMALE,GON
ARCHER HEIGHTS,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
BRIGHTON PARK,CASES 2000 FEMALE 15-44,5,2000,FEMALE,GON
MCKINLEY PARK,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
BRIDGEPORT,CASES 2000 FEMALE 15-44,11,2000,FEMALE,GON
NEW CITY,CASES 2000 FEMALE 15-44,145,2000,FEMALE,GON
WEST ELSDON,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
GAGE PARK,CASES 2000 FEMALE 15-44,19,2000,FEMALE,GON
CLEARING,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
WEST LAWN,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
CHICAGO LAWN,CASES 2000 FEMALE 15-44,153,2000,FEMALE,GON
WEST ENGLEWOOD,CASES 2000 FEMALE 15-44,288,2000,FEMALE,GON
ENGLEWOOD,CASES 2000 FEMALE 15-44,321,2000,FEMALE,GON
GREATER GRAND CROSSING,CASES 2000 FEMALE 15-44,210,2000,FEMALE,GON
ASHBURN,CASES 2000 FEMALE 15-44,29,2000,FEMALE,GON
AUBURN GRESHAM,CASES 2000 FEMALE 15-44,241,2000,FEMALE,GON
BEVERLY,CASES 2000 FEMALE 15-44,16,2000,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2000 FEMALE 15-44,112,2000,FEMALE,GON
MOUNT GREENWOOD,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
MORGAN PARK,CASES 2000 FEMALE 15-44,54,2000,FEMALE,GON
O'HARE,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
EDGEWATER,CASES 2000 FEMALE 15-44,42,2000,FEMALE,GON
ROGERS PARK,CASES 2000 FEMALE 15-44,88,2000,FEMALE,GON
WEST RIDGE,CASES 2000 FEMALE 15-44,17,2000,FEMALE,GON
UPTOWN,CASES 2000 FEMALE 15-44,64,2000,FEMALE,GON
LINCOLN SQUARE,CASES 2000 FEMALE 15-44,7,2000,FEMALE,GON
NORTH CENTER,CASES 2000 FEMALE 15-44,5,2000,FEMALE,GON
LAKE VIEW,CASES 2000 FEMALE 15-44,17,2000,FEMALE,GON
LINCOLN PARK,CASES 2000 FEMALE 15-44,22,2000,FEMALE,GON
NEAR NORTH SIDE,CASES 2000 FEMALE 15-44,117,2000,FEMALE,GON
EDISON PARK,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
NORWOOD PARK,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
JEFFERSON PARK,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
FOREST GLEN,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
NORTH PARK,CASES 2000 FEMALE 15-44,0,2000,FEMALE,GON
ALBANY PARK,CASES 2000 FEMALE 15-44,7,2000,FEMALE,GON
PORTAGE PARK,CASES 2000 FEMALE 15-44,13,2000,FEMALE,GON
IRVING PARK,CASES 2001 FEMALE 15-44,15,2001,FEMALE,GON
DUNNING,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
MONTCLAIRE,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
BELMONT CRAGIN,CASES 2001 FEMALE 15-44,21,2001,FEMALE,GON
HERMOSA,CASES 2001 FEMALE 15-44,16,2001,FEMALE,GON
AVONDALE,CASES 2001 FEMALE 15-44,6,2001,FEMALE,GON
LOGAN SQUARE,CASES 2001 FEMALE 15-44,37,2001,FEMALE,GON
HUMBOLDT PARK,CASES 2001 FEMALE 15-44,197,2001,FEMALE,GON
WEST TOWN,CASES 2001 FEMALE 15-44,61,2001,FEMALE,GON
AUSTIN,CASES 2001 FEMALE 15-44,556,2001,FEMALE,GON
WEST GARFIELD PARK,CASES 2001 FEMALE 15-44,156,2001,FEMALE,GON
EAST GARFIELD PARK,CASES 2001 FEMALE 15-44,136,2001,FEMALE,GON
NEAR WEST SIDE,CASES 2001 FEMALE 15-44,165,2001,FEMALE,GON
NORTH LAWNDALE,CASES 2001 FEMALE 15-44,346,2001,FEMALE,GON
SOUTH LAWNDALE,CASES 2001 FEMALE 15-44,42,2001,FEMALE,GON
LOWER WEST SIDE,CASES 2001 FEMALE 15-44,18,2001,FEMALE,GON
LOOP,CASES 2001 FEMALE 15-44,9,2001,FEMALE,GON
NEAR SOUTH SIDE,CASES 2001 FEMALE 15-44,35,2001,FEMALE,GON
ARMOUR SQUARE,CASES 2001 FEMALE 15-44,15,2001,FEMALE,GON
DOUGLAS,CASES 2001 FEMALE 15-44,150,2001,FEMALE,GON
OAKLAND,CASES 2001 FEMALE 15-44,40,2001,FEMALE,GON
FULLER PARK,CASES 2001 FEMALE 15-44,12,2001,FEMALE,GON
GRAND BOULEVARD,CASES 2001 FEMALE 15-44,212,2001,FEMALE,GON
KENWOOD,CASES 2001 FEMALE 15-44,60,2001,FEMALE,GON
WASHINGTON PARK,CASES 2001 FEMALE 15-44,116,2001,FEMALE,GON
HYDE PARK,CASES 2001 FEMALE 15-44,31,2001,FEMALE,GON
WOODLAWN,CASES 2001 FEMALE 15-44,214,2001,FEMALE,GON
SOUTH SHORE,CASES 2001 FEMALE 15-44,349,2001,FEMALE,GON
CHATHAM,CASES 2001 FEMALE 15-44,123,2001,FEMALE,GON
AVALON PARK,CASES 2001 FEMALE 15-44,25,2001,FEMALE,GON
SOUTH CHICAGO,CASES 2001 FEMALE 15-44,159,2001,FEMALE,GON
BURNSIDE,CASES 2001 FEMALE 15-44,14,2001,FEMALE,GON
CALUMET HEIGHTS,CASES 2001 FEMALE 15-44,40,2001,FEMALE,GON
ROSELAND,CASES 2001 FEMALE 15-44,246,2001,FEMALE,GON
PULLMAN,CASES 2001 FEMALE 15-44,33,2001,FEMALE,GON
SOUTH DEERING,CASES 2001 FEMALE 15-44,46,2001,FEMALE,GON
EAST SIDE,CASES 2001 FEMALE 15-44,7,2001,FEMALE,GON
WEST PULLMAN,CASES 2001 FEMALE 15-44,177,2001,FEMALE,GON
RIVERDALE,CASES 2001 FEMALE 15-44,52,2001,FEMALE,GON
HEGEWISCH,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
GARFIELD RIDGE,CASES 2001 FEMALE 15-44,16,2001,FEMALE,GON
ARCHER HEIGHTS,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
BRIGHTON PARK,CASES 2001 FEMALE 15-44,7,2001,FEMALE,GON
MCKINLEY PARK,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
BRIDGEPORT,CASES 2001 FEMALE 15-44,5,2001,FEMALE,GON
NEW CITY,CASES 2001 FEMALE 15-44,161,2001,FEMALE,GON
WEST ELSDON,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
GAGE PARK,CASES 2001 FEMALE 15-44,17,2001,FEMALE,GON
CLEARING,CASES 2001 FEMALE 15-44,7,2001,FEMALE,GON
WEST LAWN,CASES 2001 FEMALE 15-44,6,2001,FEMALE,GON
CHICAGO LAWN,CASES 2001 FEMALE 15-44,185,2001,FEMALE,GON
WEST ENGLEWOOD,CASES 2001 FEMALE 15-44,370,2001,FEMALE,GON
ENGLEWOOD,CASES 2001 FEMALE 15-44,303,2001,FEMALE,GON
GREATER GRAND CROSSING,CASES 2001 FEMALE 15-44,248,2001,FEMALE,GON
ASHBURN,CASES 2001 FEMALE 15-44,46,2001,FEMALE,GON
AUBURN GRESHAM,CASES 2001 FEMALE 15-44,272,2001,FEMALE,GON
BEVERLY,CASES 2001 FEMALE 15-44,17,2001,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2001 FEMALE 15-44,96,2001,FEMALE,GON
MOUNT GREENWOOD,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
MORGAN PARK,CASES 2001 FEMALE 15-44,54,2001,FEMALE,GON
O'HARE,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
EDGEWATER,CASES 2001 FEMALE 15-44,34,2001,FEMALE,GON
ROGERS PARK,CASES 2001 FEMALE 15-44,85,2001,FEMALE,GON
WEST RIDGE,CASES 2001 FEMALE 15-44,12,2001,FEMALE,GON
UPTOWN,CASES 2001 FEMALE 15-44,56,2001,FEMALE,GON
LINCOLN SQUARE,CASES 2001 FEMALE 15-44,14,2001,FEMALE,GON
NORTH CENTER,CASES 2001 FEMALE 15-44,9,2001,FEMALE,GON
LAKE VIEW,CASES 2001 FEMALE 15-44,17,2001,FEMALE,GON
LINCOLN PARK,CASES 2001 FEMALE 15-44,16,2001,FEMALE,GON
NEAR NORTH SIDE,CASES 2001 FEMALE 15-44,141,2001,FEMALE,GON
EDISON PARK,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
NORWOOD PARK,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
JEFFERSON PARK,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
FOREST GLEN,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
NORTH PARK,CASES 2001 FEMALE 15-44,0,2001,FEMALE,GON
ALBANY PARK,CASES 2001 FEMALE 15-44,12,2001,FEMALE,GON
PORTAGE PARK,CASES 2001 FEMALE 15-44,5,2001,FEMALE,GON
IRVING PARK,CASES 2001 FEMALE 15-44,20,2001,FEMALE,GON
DUNNING,CASES 2002 FEMALE 15-44,5,2002,FEMALE,GON
MONTCLAIRE,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
BELMONT CRAGIN,CASES 2002 FEMALE 15-44,30,2002,FEMALE,GON
HERMOSA,CASES 2002 FEMALE 15-44,10,2002,FEMALE,GON
AVONDALE,CASES 2002 FEMALE 15-44,21,2002,FEMALE,GON
LOGAN SQUARE,CASES 2002 FEMALE 15-44,44,2002,FEMALE,GON
HUMBOLDT PARK,CASES 2002 FEMALE 15-44,209,2002,FEMALE,GON
WEST TOWN,CASES 2002 FEMALE 15-44,70,2002,FEMALE,GON
AUSTIN,CASES 2002 FEMALE 15-44,500,2002,FEMALE,GON
WEST GARFIELD PARK,CASES 2002 FEMALE 15-44,118,2002,FEMALE,GON
EAST GARFIELD PARK,CASES 2002 FEMALE 15-44,135,2002,FEMALE,GON
NEAR WEST SIDE,CASES 2002 FEMALE 15-44,151,2002,FEMALE,GON
NORTH LAWNDALE,CASES 2002 FEMALE 15-44,274,2002,FEMALE,GON
SOUTH LAWNDALE,CASES 2002 FEMALE 15-44,48,2002,FEMALE,GON
LOWER WEST SIDE,CASES 2002 FEMALE 15-44,12,2002,FEMALE,GON
LOOP,CASES 2002 FEMALE 15-44,7,2002,FEMALE,GON
NEAR SOUTH SIDE,CASES 2002 FEMALE 15-44,34,2002,FEMALE,GON
ARMOUR SQUARE,CASES 2002 FEMALE 15-44,12,2002,FEMALE,GON
DOUGLAS,CASES 2002 FEMALE 15-44,89,2002,FEMALE,GON
OAKLAND,CASES 2002 FEMALE 15-44,28,2002,FEMALE,GON
FULLER PARK,CASES 2002 FEMALE 15-44,19,2002,FEMALE,GON
GRAND BOULEVARD,CASES 2002 FEMALE 15-44,154,2002,FEMALE,GON
KENWOOD,CASES 2002 FEMALE 15-44,49,2002,FEMALE,GON
WASHINGTON PARK,CASES 2002 FEMALE 15-44,108,2002,FEMALE,GON
HYDE PARK,CASES 2002 FEMALE 15-44,18,2002,FEMALE,GON
WOODLAWN,CASES 2002 FEMALE 15-44,156,2002,FEMALE,GON
SOUTH SHORE,CASES 2002 FEMALE 15-44,261,2002,FEMALE,GON
CHATHAM,CASES 2002 FEMALE 15-44,122,2002,FEMALE,GON
AVALON PARK,CASES 2002 FEMALE 15-44,38,2002,FEMALE,GON
SOUTH CHICAGO,CASES 2002 FEMALE 15-44,132,2002,FEMALE,GON
BURNSIDE,CASES 2002 FEMALE 15-44,18,2002,FEMALE,GON
CALUMET HEIGHTS,CASES 2002 FEMALE 15-44,46,2002,FEMALE,GON
ROSELAND,CASES 2002 FEMALE 15-44,241,2002,FEMALE,GON
PULLMAN,CASES 2002 FEMALE 15-44,36,2002,FEMALE,GON
SOUTH DEERING,CASES 2002 FEMALE 15-44,51,2002,FEMALE,GON
EAST SIDE,CASES 2002 FEMALE 15-44,6,2002,FEMALE,GON
WEST PULLMAN,CASES 2002 FEMALE 15-44,184,2002,FEMALE,GON
RIVERDALE,CASES 2002 FEMALE 15-44,50,2002,FEMALE,GON
HEGEWISCH,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
GARFIELD RIDGE,CASES 2002 FEMALE 15-44,26,2002,FEMALE,GON
ARCHER HEIGHTS,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
BRIGHTON PARK,CASES 2002 FEMALE 15-44,16,2002,FEMALE,GON
MCKINLEY PARK,CASES 2002 FEMALE 15-44,5,2002,FEMALE,GON
BRIDGEPORT,CASES 2002 FEMALE 15-44,12,2002,FEMALE,GON
NEW CITY,CASES 2002 FEMALE 15-44,197,2002,FEMALE,GON
WEST ELSDON,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
GAGE PARK,CASES 2002 FEMALE 15-44,28,2002,FEMALE,GON
CLEARING,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
WEST LAWN,CASES 2002 FEMALE 15-44,6,2002,FEMALE,GON
CHICAGO LAWN,CASES 2002 FEMALE 15-44,177,2002,FEMALE,GON
WEST ENGLEWOOD,CASES 2002 FEMALE 15-44,327,2002,FEMALE,GON
ENGLEWOOD,CASES 2002 FEMALE 15-44,282,2002,FEMALE,GON
GREATER GRAND CROSSING,CASES 2002 FEMALE 15-44,195,2002,FEMALE,GON
ASHBURN,CASES 2002 FEMALE 15-44,30,2002,FEMALE,GON
AUBURN GRESHAM,CASES 2002 FEMALE 15-44,244,2002,FEMALE,GON
BEVERLY,CASES 2002 FEMALE 15-44,13,2002,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2002 FEMALE 15-44,85,2002,FEMALE,GON
MOUNT GREENWOOD,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
MORGAN PARK,CASES 2002 FEMALE 15-44,62,2002,FEMALE,GON
O'HARE,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
EDGEWATER,CASES 2002 FEMALE 15-44,28,2002,FEMALE,GON
ROGERS PARK,CASES 2002 FEMALE 15-44,70,2002,FEMALE,GON
WEST RIDGE,CASES 2002 FEMALE 15-44,19,2002,FEMALE,GON
UPTOWN,CASES 2002 FEMALE 15-44,31,2002,FEMALE,GON
LINCOLN SQUARE,CASES 2002 FEMALE 15-44,9,2002,FEMALE,GON
NORTH CENTER,CASES 2002 FEMALE 15-44,9,2002,FEMALE,GON
LAKE VIEW,CASES 2002 FEMALE 15-44,16,2002,FEMALE,GON
LINCOLN PARK,CASES 2002 FEMALE 15-44,16,2002,FEMALE,GON
NEAR NORTH SIDE,CASES 2002 FEMALE 15-44,104,2002,FEMALE,GON
EDISON PARK,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
NORWOOD PARK,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
JEFFERSON PARK,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
FOREST GLEN,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
NORTH PARK,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
ALBANY PARK,CASES 2002 FEMALE 15-44,15,2002,FEMALE,GON
PORTAGE PARK,CASES 2002 FEMALE 15-44,13,2002,FEMALE,GON
IRVING PARK,CASES 2002 FEMALE 15-44,9,2002,FEMALE,GON
DUNNING,CASES 2002 FEMALE 15-44,0,2002,FEMALE,GON
MONTCLAIRE,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
BELMONT CRAGIN,CASES 2003 FEMALE 15-44,23,2003,FEMALE,GON
HERMOSA,CASES 2003 FEMALE 15-44,7,2003,FEMALE,GON
AVONDALE,CASES 2003 FEMALE 15-44,15,2003,FEMALE,GON
LOGAN SQUARE,CASES 2003 FEMALE 15-44,47,2003,FEMALE,GON
HUMBOLDT PARK,CASES 2003 FEMALE 15-44,179,2003,FEMALE,GON
WEST TOWN,CASES 2003 FEMALE 15-44,57,2003,FEMALE,GON
AUSTIN,CASES 2003 FEMALE 15-44,501,2003,FEMALE,GON
WEST GARFIELD PARK,CASES 2003 FEMALE 15-44,112,2003,FEMALE,GON
EAST GARFIELD PARK,CASES 2003 FEMALE 15-44,118,2003,FEMALE,GON
NEAR WEST SIDE,CASES 2003 FEMALE 15-44,125,2003,FEMALE,GON
NORTH LAWNDALE,CASES 2003 FEMALE 15-44,260,2003,FEMALE,GON
SOUTH LAWNDALE,CASES 2003 FEMALE 15-44,47,2003,FEMALE,GON
LOWER WEST SIDE,CASES 2003 FEMALE 15-44,20,2003,FEMALE,GON
LOOP,CASES 2003 FEMALE 15-44,6,2003,FEMALE,GON
NEAR SOUTH SIDE,CASES 2003 FEMALE 15-44,34,2003,FEMALE,GON
ARMOUR SQUARE,CASES 2003 FEMALE 15-44,6,2003,FEMALE,GON
DOUGLAS,CASES 2003 FEMALE 15-44,85,2003,FEMALE,GON
OAKLAND,CASES 2003 FEMALE 15-44,23,2003,FEMALE,GON
FULLER PARK,CASES 2003 FEMALE 15-44,23,2003,FEMALE,GON
GRAND BOULEVARD,CASES 2003 FEMALE 15-44,149,2003,FEMALE,GON
KENWOOD,CASES 2003 FEMALE 15-44,48,2003,FEMALE,GON
WASHINGTON PARK,CASES 2003 FEMALE 15-44,121,2003,FEMALE,GON
HYDE PARK,CASES 2003 FEMALE 15-44,27,2003,FEMALE,GON
WOODLAWN,CASES 2003 FEMALE 15-44,160,2003,FEMALE,GON
SOUTH SHORE,CASES 2003 FEMALE 15-44,260,2003,FEMALE,GON
CHATHAM,CASES 2003 FEMALE 15-44,123,2003,FEMALE,GON
AVALON PARK,CASES 2003 FEMALE 15-44,28,2003,FEMALE,GON
SOUTH CHICAGO,CASES 2003 FEMALE 15-44,101,2003,FEMALE,GON
BURNSIDE,CASES 2003 FEMALE 15-44,15,2003,FEMALE,GON
CALUMET HEIGHTS,CASES 2003 FEMALE 15-44,27,2003,FEMALE,GON
ROSELAND,CASES 2003 FEMALE 15-44,243,2003,FEMALE,GON
PULLMAN,CASES 2003 FEMALE 15-44,29,2003,FEMALE,GON
SOUTH DEERING,CASES 2003 FEMALE 15-44,45,2003,FEMALE,GON
EAST SIDE,CASES 2003 FEMALE 15-44,5,2003,FEMALE,GON
WEST PULLMAN,CASES 2003 FEMALE 15-44,179,2003,FEMALE,GON
RIVERDALE,CASES 2003 FEMALE 15-44,61,2003,FEMALE,GON
HEGEWISCH,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
GARFIELD RIDGE,CASES 2003 FEMALE 15-44,22,2003,FEMALE,GON
ARCHER HEIGHTS,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
BRIGHTON PARK,CASES 2003 FEMALE 15-44,10,2003,FEMALE,GON
MCKINLEY PARK,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
BRIDGEPORT,CASES 2003 FEMALE 15-44,11,2003,FEMALE,GON
NEW CITY,CASES 2003 FEMALE 15-44,148,2003,FEMALE,GON
WEST ELSDON,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
GAGE PARK,CASES 2003 FEMALE 15-44,20,2003,FEMALE,GON
CLEARING,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
WEST LAWN,CASES 2003 FEMALE 15-44,8,2003,FEMALE,GON
CHICAGO LAWN,CASES 2003 FEMALE 15-44,175,2003,FEMALE,GON
WEST ENGLEWOOD,CASES 2003 FEMALE 15-44,338,2003,FEMALE,GON
ENGLEWOOD,CASES 2003 FEMALE 15-44,307,2003,FEMALE,GON
GREATER GRAND CROSSING,CASES 2003 FEMALE 15-44,163,2003,FEMALE,GON
ASHBURN,CASES 2003 FEMALE 15-44,53,2003,FEMALE,GON
AUBURN GRESHAM,CASES 2003 FEMALE 15-44,216,2003,FEMALE,GON
BEVERLY,CASES 2003 FEMALE 15-44,5,2003,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2003 FEMALE 15-44,97,2003,FEMALE,GON
MOUNT GREENWOOD,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
MORGAN PARK,CASES 2003 FEMALE 15-44,80,2003,FEMALE,GON
O'HARE,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
EDGEWATER,CASES 2003 FEMALE 15-44,26,2003,FEMALE,GON
ROGERS PARK,CASES 2003 FEMALE 15-44,45,2003,FEMALE,GON
WEST RIDGE,CASES 2003 FEMALE 15-44,28,2003,FEMALE,GON
UPTOWN,CASES 2003 FEMALE 15-44,43,2003,FEMALE,GON
LINCOLN SQUARE,CASES 2003 FEMALE 15-44,8,2003,FEMALE,GON
NORTH CENTER,CASES 2003 FEMALE 15-44,5,2003,FEMALE,GON
LAKE VIEW,CASES 2003 FEMALE 15-44,37,2003,FEMALE,GON
LINCOLN PARK,CASES 2003 FEMALE 15-44,25,2003,FEMALE,GON
NEAR NORTH SIDE,CASES 2003 FEMALE 15-44,94,2003,FEMALE,GON
EDISON PARK,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
NORWOOD PARK,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
JEFFERSON PARK,CASES 2003 FEMALE 15-44,5,2003,FEMALE,GON
FOREST GLEN,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
NORTH PARK,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
ALBANY PARK,CASES 2003 FEMALE 15-44,16,2003,FEMALE,GON
PORTAGE PARK,CASES 2003 FEMALE 15-44,14,2003,FEMALE,GON
IRVING PARK,CASES 2003 FEMALE 15-44,18,2003,FEMALE,GON
DUNNING,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
MONTCLAIRE,CASES 2003 FEMALE 15-44,0,2003,FEMALE,GON
BELMONT CRAGIN,CASES 2004 FEMALE 15-44,32,2004,FEMALE,GON
HERMOSA,CASES 2004 FEMALE 15-44,18,2004,FEMALE,GON
AVONDALE,CASES 2004 FEMALE 15-44,11,2004,FEMALE,GON
LOGAN SQUARE,CASES 2004 FEMALE 15-44,64,2004,FEMALE,GON
HUMBOLDT PARK,CASES 2004 FEMALE 15-44,224,2004,FEMALE,GON
WEST TOWN,CASES 2004 FEMALE 15-44,73,2004,FEMALE,GON
AUSTIN,CASES 2004 FEMALE 15-44,509,2004,FEMALE,GON
WEST GARFIELD PARK,CASES 2004 FEMALE 15-44,96,2004,FEMALE,GON
EAST GARFIELD PARK,CASES 2004 FEMALE 15-44,131,2004,FEMALE,GON
NEAR WEST SIDE,CASES 2004 FEMALE 15-44,126,2004,FEMALE,GON
NORTH LAWNDALE,CASES 2004 FEMALE 15-44,239,2004,FEMALE,GON
SOUTH LAWNDALE,CASES 2004 FEMALE 15-44,39,2004,FEMALE,GON
LOWER WEST SIDE,CASES 2004 FEMALE 15-44,16,2004,FEMALE,GON
LOOP,CASES 2004 FEMALE 15-44,10,2004,FEMALE,GON
NEAR SOUTH SIDE,CASES 2004 FEMALE 15-44,33,2004,FEMALE,GON
ARMOUR SQUARE,CASES 2004 FEMALE 15-44,11,2004,FEMALE,GON
DOUGLAS,CASES 2004 FEMALE 15-44,80,2004,FEMALE,GON
OAKLAND,CASES 2004 FEMALE 15-44,15,2004,FEMALE,GON
FULLER PARK,CASES 2004 FEMALE 15-44,15,2004,FEMALE,GON
GRAND BOULEVARD,CASES 2004 FEMALE 15-44,104,2004,FEMALE,GON
KENWOOD,CASES 2004 FEMALE 15-44,49,2004,FEMALE,GON
WASHINGTON PARK,CASES 2004 FEMALE 15-44,93,2004,FEMALE,GON
HYDE PARK,CASES 2004 FEMALE 15-44,31,2004,FEMALE,GON
WOODLAWN,CASES 2004 FEMALE 15-44,152,2004,FEMALE,GON
SOUTH SHORE,CASES 2004 FEMALE 15-44,239,2004,FEMALE,GON
CHATHAM,CASES 2004 FEMALE 15-44,135,2004,FEMALE,GON
AVALON PARK,CASES 2004 FEMALE 15-44,46,2004,FEMALE,GON
SOUTH CHICAGO,CASES 2004 FEMALE 15-44,116,2004,FEMALE,GON
BURNSIDE,CASES 2004 FEMALE 15-44,16,2004,FEMALE,GON
CALUMET HEIGHTS,CASES 2004 FEMALE 15-44,48,2004,FEMALE,GON
ROSELAND,CASES 2004 FEMALE 15-44,209,2004,FEMALE,GON
PULLMAN,CASES 2004 FEMALE 15-44,30,2004,FEMALE,GON
SOUTH DEERING,CASES 2004 FEMALE 15-44,46,2004,FEMALE,GON
EAST SIDE,CASES 2004 FEMALE 15-44,7,2004,FEMALE,GON
WEST PULLMAN,CASES 2004 FEMALE 15-44,141,2004,FEMALE,GON
RIVERDALE,CASES 2004 FEMALE 15-44,45,2004,FEMALE,GON
HEGEWISCH,CASES 2004 FEMALE 15-44,6,2004,FEMALE,GON
GARFIELD RIDGE,CASES 2004 FEMALE 15-44,10,2004,FEMALE,GON
ARCHER HEIGHTS,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
BRIGHTON PARK,CASES 2004 FEMALE 15-44,11,2004,FEMALE,GON
MCKINLEY PARK,CASES 2004 FEMALE 15-44,9,2004,FEMALE,GON
BRIDGEPORT,CASES 2004 FEMALE 15-44,8,2004,FEMALE,GON
NEW CITY,CASES 2004 FEMALE 15-44,139,2004,FEMALE,GON
WEST ELSDON,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
GAGE PARK,CASES 2004 FEMALE 15-44,33,2004,FEMALE,GON
CLEARING,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
WEST LAWN,CASES 2004 FEMALE 15-44,8,2004,FEMALE,GON
CHICAGO LAWN,CASES 2004 FEMALE 15-44,186,2004,FEMALE,GON
WEST ENGLEWOOD,CASES 2004 FEMALE 15-44,270,2004,FEMALE,GON
ENGLEWOOD,CASES 2004 FEMALE 15-44,315,2004,FEMALE,GON
GREATER GRAND CROSSING,CASES 2004 FEMALE 15-44,204,2004,FEMALE,GON
ASHBURN,CASES 2004 FEMALE 15-44,53,2004,FEMALE,GON
AUBURN GRESHAM,CASES 2004 FEMALE 15-44,235,2004,FEMALE,GON
BEVERLY,CASES 2004 FEMALE 15-44,13,2004,FEMALE,GON
WASHINGTON HEIGHTS,CASES 2004 FEMALE 15-44,95,2004,FEMALE,GON
MOUNT GREENWOOD,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
MORGAN PARK,CASES 2004 FEMALE 15-44,54,2004,FEMALE,GON
O'HARE,CASES 2004 FEMALE 15-44,0,2004,FEMALE,GON
EDGEWATER,CASES 2004 FEMALE 15-44,17,2004,FEMALE,GON
ROGERS PARK,CASES 2004 FEMALE 15-44,51,2004,FEMALE,GON
